OBS	IDNUMBER	SALARY	LOGSAL	EDUC	SALBEGIN	LOGSALBEGIN	GENDER	MINORITY	JOBCAT
463	463	20700	9.937888979	15	14250	9.564512186	0	0	1
464	464	47550	10.76953707	19	33000	10.40426284	1	0	3
465	465	33900	10.43117029	12	16500	9.71111566	1	0	1
466	466	23400	10.0604913	12	13500	9.510444964	0	0	1
467	467	32850	10.39970702	16	19500	9.878169745	0	0	1
468	468	55750	10.92863269	16	19980	9.902487052	0	0	3
469	469	25200	10.13459927	15	13950	9.543234787	0	0	1
470	470	26250	10.17542127	12	15750	9.664595644	1	1	1
471	471	26400	10.18111929	15	15750	9.664595644	1	1	1
472	472	39150	10.5751557	15	15750	9.664595644	1	0	1
473	473	21450	9.973479924	12	12750	9.453286551	0	0	1
474	474	29400	10.28874995	12	14250	9.564512186	0	0	1
