ID,FEMALE,MALE,ETHBLACK,ETHHISP,ETHWHITE,AGE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCDO,SINGLE,MARRIED,DIVORCED,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,ASVAB01,ASVAB02,ASVAB03,ASVAB04,ASVAB05,ASVAB06,ASVABC,HEIGHT,WEIGHT85,WEIGHT02,SM,SF,SIBLINGS,LIBRARY,POV78,EXP,EARNINGS,HOURS,TENURE,COLLBARG,CATGOV,CATPRI,CATSE,URBAN,REGNE,REGNC,REGW,REGS
2218,0,1,0,0,1,37,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,48,55,52,50,62,56,54.35698,73,205,205,14,16,2,1,0,16.03846,27.49,40,15.67308,0,1,0,0,1,0,0,0,1
1663,0,1,0,1,0,38,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,54,43,46,41,41,41,43.72482,68,153,178,12,12,7,1,0,5.711538,22,60,1.153846,0,0,1,0,1,0,0,1,0
11941,0,1,0,0,1,38,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,56,46,47,38,36,38,44.8153,74,165,210,12,10,3,1,0,12.55769,23,55,4.442307,1,0,1,0,0,0,1,0,0
1273,0,1,0,0,1,40,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,62,61,55,50,41,41,58.44628,67,160,200,12,9,2,1,0,20.98077,7.81,32,2.538461,0,0,1,0,1,0,0,0,1
647,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58,49,57,44,52,57,50.81293,70,160,185,12,18,1,1,0,22.11539,19.61,50,17.21154,1,1,0,0,1,0,0,0,1
4090,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,54,51,47,47,40,47,49.99507,68,140,165,12,7,1,0,0,21.21154,21.37,40,12.94231,0,0,1,0,0,0,0,0,1
11972,0,1,0,1,0,40,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,36,45,50,47,51,47,47.5415,67,135,160,12,15,2,1,0,13.44231,40,50,5.461538,0,1,0,0,1,0,0,0,1
11957,0,1,0,0,1,45,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,40,55,53,43,43,47.81411,75,170,195,12,12,2,1,0,23.07692,10.62,40,8.115385,0,0,1,0,1,0,0,0,1
273,0,1,0,0,1,42,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48,57,59,47,61,57,56.53794,72,176,220,12,12,6,1,0,21.73077,16.15,50,0.3461539,1,0,1,0,1,0,0,0,1
2861,0,1,0,0,1,39,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,68,66,61,59,62,57,65.26176,69,162,190,14,15,1,1,0,15.5,39.86,55,15.05769,0,0,1,0,1,1,0,0,0
2000,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,55,47,41,51,54,50.54031,67,220,243,12,12,6,1,,22.71154,15.25,45,9.519231,0,0,1,0,1,0,1,0,0
2468,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,58,64,54,59,61,58,62.26295,75,210,260,14,16,1,1,,18.5,76.92,50,1.769231,0,0,1,0,1,0,0,1,0
3550,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,64,48,53,60,48,58.99152,71,227,265,9,9,6,1,0,21.73077,16.27,40,20.73077,1,0,1,0,0,0,1,0,0
5187,0,1,0,0,1,41,13,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,54,53,56,50,60,46,54.35698,71,140,140,14,14,1,1,0,21.46154,12,50,6.480769,0,0,1,0,1,0,0,1,0
1340,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,46,40,35,53,46,41,42.36172,67,212,280,11,4,2,1,0,17.86539,8.4,47,9.961538,0,0,1,0,0,0,0,0,1
1345,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,48,61,44,53,59,51,56.26532,76,235,325,10,12,3,1,0,23.32692,26.49,45,15.36539,0,0,1,0,0,0,0,0,1
4321,0,1,0,1,0,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,54,46,47,41,53,38,45.63316,67,182,185,11,14,4,1,,22.30769,23.25,40,17.44231,1,0,1,0,1,0,0,1,0
3967,0,1,0,1,0,44,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,64,51,56,54,55,60.62724,73,190,200,14,18,1,1,0,21.73077,41.02,45,21.78846,0,0,1,0,1,0,0,0,1
5185,0,1,0,0,1,38,20,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60,61,56,59,52,48,61.17247,71,185,230,12,12,1,1,0,12.59615,23.07,45,0.8846154,0,1,0,0,1,0,0,1,0
11822,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,42,51,44,43,45,45.36054,73,200,270,12,17,3,1,0,18,23.6,40,6.480769,0,0,1,0,1,0,1,0,0
3431,0,1,0,0,1,38,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,66,61,59,49,54,65.26176,70,160,185,16,16,6,1,0,16.09615,47,45,13.94231,0,0,1,0,1,0,1,0,0
5235,0,1,0,0,1,38,14,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,46,39,23,40,41,38.54505,72,185,250,10,12,3,1,0,17.63461,25.58,40,4.980769,1,1,0,0,1,0,0,1,0
5677,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,49,55,47,41,47,51.08555,72,195,220,12,11,1,1,0,15.5,28,40,14.42308,1,0,1,0,0,0,0,1,0
3838,0,1,0,0,1,37,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,42,48,53,61,53,46.99625,72,165,210,12,12,3,1,0,17.94231,19.23,50,1.807692,0,0,1,0,1,0,1,0,0
1924,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44,45,46,47,53,55,46.45102,72,165,225,11,16,3,1,0,18.40385,18.88,45,3.403846,0,0,1,0,1,1,0,0,0
3172,0,1,0,0,1,43,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,66,66,60,62,62,63,65.80701,68,137,145,16,20,2,1,,15.92308,3.36,60,11.09615,1,0,1,0,1,0,1,0,0
2087,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,50,53,54,47,49,42,52.99389,70,145,140,12,12,6,1,0,22.88461,18,40,22.98077,1,1,0,0,1,0,1,0,0
4710,0,1,1,0,0,45,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36,40,35,41,52,48,39.09029,70,195,220,10,10,6,1,0,19.69231,9.5,37,9.653846,0,0,1,0,0,1,0,0,0
832,0,1,1,0,0,40,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,42,42,44,47,42,44,44.27006,71,180,210,12,12,8,1,0,13.19231,6.5,25,0.6538461,0,0,1,0,1,0,0,1,0
3400,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,52,38,51,38,31,45,41.54387,73,180,200,12,12,4,1,0,21.48077,27,50,4.423077,1,0,1,0,1,0,1,0,0
4892,0,1,0,0,1,41,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,59,54,50,54,54,57.08318,68,170,185,12,16,5,1,0,16.80769,23.07,50,13.28846,0,0,1,0,0,0,1,0,0
4634,0,1,0,0,1,41,17,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,50,55,54,56,52,50,56.53794,71,255,230,12,14,3,1,0,16.46154,117.78,40,1.711538,0,0,1,0,1,0,0,1,0
3224,0,1,0,0,1,43,17,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,66,62,61,50,50,54,60.62724,72,170,175,15,16,1,0,0,18.76923,33.65,60,2.288461,0,0,1,0,1,1,0,0,0
872,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,68,58,61,47,55,66,57.62842,71,180,220,16,17,4,1,0,18.63461,52.13,45,7.096154,0,0,1,0,1,0,1,0,0
3235,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,50,61,54,59,53,55,60.62724,65,150,185,12,10,4,0,0,22.96154,10.65,40,4.730769,0,0,1,0,2,1,0,0,0
1169,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,57,57,50,41,45,56.81056,71,155,200,12,14,3,1,0,22,23.33,30,0.7692308,0,0,1,0,0,0,0,0,1
702,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,46,39,50,50,35,42,45.08792,69,130,170,12,12,2,1,0,9.634615,8.5,40,0.1730769,0,0,1,0,1,0,1,0,0
3055,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,40,40,42,29,41,41,37.72719,75,165,175,12,8,2,0,0,15.57692,12.5,50,14.07692,0,0,1,0,0,1,0,0,0
2489,0,1,0,0,1,42,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,59,51,50,61,54,56.26532,70,165,220,12,12,4,1,0,19.26923,12.98,40,12.73077,1,0,1,0,1,0,1,0,0
4676,0,1,0,0,1,40,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,60,64,55,59,62,56,62.53557,71,176,260,12,12,2,1,1,21.65385,19.92,40,8.673077,0,0,1,0,1,1,0,0,0
922,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,49,52,59,60,44,53.53913,76,235,285,10,11,6,1,0,20.55769,31.53,50,0.8269231,0,0,1,0,1,0,1,0,0
631,0,1,0,0,1,43,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,50,42,42,47,46,43,43.72482,70,145,146,10,9,12,0,0,22.53846,10.55,45,16.36539,0,0,1,0,2,0,1,0,0
3169,0,1,0,0,1,43,16,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,68,65,60,56,60,68,63.62605,70,153,180,17,16,1,1,0,19,184.91,52,1.096154,0,0,1,0,1,1,0,0,0
417,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,60,47,61,53,41,44,53.26651,72,170,210,12,16,1,1,0,21.84615,19.23,40,7.346154,1,1,0,0,1,1,0,0,0
3170,0,1,0,0,1,41,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64,66,61,62,62,63,66.07963,72,162,175,16,16,1,1,0,17,34.96,55,12.42308,0,0,1,0,1,1,0,0,0
679,0,1,1,0,0,44,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,34,43,31,32,30,36,37.18195,69,150,200,8,4,10,1,1,17,3.84,50,3.25,0,0,1,0,1,0,1,0,0
2135,0,1,0,0,1,39,12,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,54,43,41,23,35,29,37.45457,74,200,250,10,8,0,0,0,16.82692,21.23,48,16.01923,1,0,1,0,0,0,0,0,1
350,0,1,0,0,1,40,17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,46,48,53,49,47,49.17721,69,175,215,12,12,4,1,0,15.34615,30.25,40,16.25,0,0,1,0,1,1,0,0,0
3743,0,1,0,0,1,40,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,60,65,60,56,62,67,63.62605,69,150,165,12,11,1,0,0,19.25,42.63,60,21.01923,0,0,1,0,1,0,1,0,0
198,0,1,0,0,1,39,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,57,51,44,62,57,53.53913,70,155,185,16,17,1,1,0,16.32692,34.02,52,19.78846,0,0,1,0,1,0,0,1,0
2520,0,1,0,0,1,39,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,58,65,56,56,44,54,62.53557,71,190,235,13,20,2,1,0,12.82692,29.02,53,4.384615,0,0,1,0,0,0,1,0,0
3203,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,54,34,50,44,47,48.90459,69,158,235,10,8,4,1,0,18.80769,13,55,8.326923,0,0,1,0,1,1,0,0,0
1503,0,1,0,0,1,38,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,56,64,57,50,53,52,60.62724,70,140,180,16,18,1,1,0,8.788462,18.63,50,6.384615,0,1,0,0,1,0,0,0,1
5592,0,1,0,0,1,42,19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,62,64,60,62,51,57,64.71653,67,210,190,14,10,0,0,0,10.59615,20,40,2.153846,0,0,1,0,1,0,0,0,1
3515,0,1,0,0,1,44,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,66,65,60,62,61,54,65.26176,68,160,180,16,18,1,1,0,17.76923,36.32,45,19.38461,0,0,1,0,1,0,1,0,0
4298,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60,64,54,62,52,49,63.08081,71,180,170,12,12,5,1,0,14.96154,31.81,55,3.096154,0,0,1,0,1,0,0,0,1
5402,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,36,48,47,52,32,42.0891,72,220,230,12,18,6,0,0,21.55769,19.23,40,13.73077,1,0,1,0,1,0,1,0,0
4770,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,57,43,47,49,51,52.17603,73,145,190,12,10,3,1,0,19.21154,13.95,40,13.63461,1,0,1,0,1,0,1,0,0
422,0,1,0,0,1,43,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,68,66,61,59,62,63,65.26176,67,165,180,16,20,2,1,0,18.38461,32.05,45,14.03846,0,0,1,0,1,1,0,0,0
4756,0,1,0,0,1,39,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,68,66,61,62,62,57,66.07963,70,170,200,13,14,1,1,0,12.84615,51.28,45,1.384615,0,0,1,0,0,0,0,0,1
5334,0,1,0,0,1,41,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,46,57,46,53,62,56,54.6296,72,165,190,19,16,2,1,0,18.96154,30.76,50,0.2884615,0,0,1,0,1,0,1,0,0
3215,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,62,53,60,59,51,42,57.90104,70,153,160,12,16,5,1,0,22.84615,17.3,40,22.42308,0,1,0,0,1,1,0,0,0
5493,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,43,54,47,53,51,47.5415,71,190,215,12,5,2,1,0,21.38461,13.8,40,3.173077,0,0,1,0,0,0,0,0,1
776,0,1,0,0,1,41,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,66,64,60,59,62,57,63.89867,69,147,165,12,13,2,1,0,15.40385,59,44,2.288461,0,0,1,0,1,0,1,0,0
3930,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58,46,54,50,53,52,49.99507,67,136,170,12,11,4,1,0,21.61539,12.95,40,8.480769,0,0,1,0,1,0,0,0,1
1287,0,1,1,0,0,40,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28,38,37,29,36,44,35.27361,72,235,245,12,12,2,0,0,19.15385,14,60,0.4423077,1,0,1,0,1,0,0,0,1
199,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,34,51,38,53,54,39.36291,66,170,180,12,12,2,1,0,22.15385,20,45,5.75,0,0,1,0,1,1,0,0,0
5147,0,1,0,1,0,44,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,46,47,52,59,53,61,52.44865,75,205,238,14,6,3,1,0,22.76923,32.05,45,24.94231,1,0,1,0,1,0,0,1,0
11820,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,64,50,52,56,48,45,53.26651,72,170,190,14,18,3,1,0,17.42308,20,40,0.6538461,0,0,1,0,1,0,0,1,0
5029,0,1,0,0,1,40,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,68,66,61,62,62,68,66.07963,72,170,165,14,16,1,1,0,17.57692,52.85,55,9.538462,0,0,1,0,1,0,0,0,1
3765,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,60,61,56,59,62,45,61.17247,73,160,185,12,10,3,0,,20.21154,18,40,0.7115384,0,0,1,0,1,0,1,0,0
3638,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,57,39,32,50,50,46.99625,68,157,190,8,9,5,0,1,16.98077,31.25,40,9.846154,0,1,0,0,0,0,1,0,0
2504,0,1,0,0,1,42,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48,54,54,56,44,49,55.9927,70,180,210,10,12,2,0,0,19.30769,8,40,8.788462,0,0,1,0,0,0,1,0,0
1632,0,1,0,0,1,38,18,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,66,66,59,62,58,56,65.53439,72,175,230,12,16,3,1,0,15.67308,31.73,40,15.23077,1,0,1,0,1,0,0,1,0
3540,0,1,1,0,0,41,11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,40,40,54,47,40,41,45.90578,71,167,200,11,16,3,1,0,16.75,12.2,40,2.365385,1,0,1,0,1,0,1,0,0
11809,0,1,0,0,1,38,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,50,58,54,44,59,48,54.90222,74,175,242,12,12,1,1,0,15.15385,21.87,40,2.134615,0,0,1,0,1,0,0,0,1
2813,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,64,65,55,62,50,54,63.89867,73,170,200,12,12,4,0,0,21.17308,18.5,40,4.211538,0,0,1,0,0,0,0,0,1
2144,0,1,0,0,1,42,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,64,62,61,62,61,54,63.89867,71,165,215,14,14,0,1,0,15.13461,24.51,40,7.365385,0,0,1,0,0,0,0,0,1
3825,0,1,1,0,0,41,12,0,0,0,0,0,0,1,1,0,0,-3,-3,-3,-3,-3,38,35,42,29,28,41,35.001,69,167,195,6,7,2,1,1,16.21154,9.25,40,12.05769,0,0,1,0,1,0,1,0,0
2682,0,1,0,1,0,38,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,32,39,34,20,41,42,32.54742,67,139,174,3,5,12,0,1,19.59615,10,40,0.6923077,0,0,1,0,2,0,0,0,1
5033,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,58,59,57,53,62,54,58.7189,70,190,215,12,12,1,1,,23.23077,23.45,40,6.019231,0,0,1,0,1,0,0,0,1
11924,0,1,0,0,1,42,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,62,66,59,59,62,54,64.71653,74,235,279,12,12,6,0,0,22.09615,17.74,55,23.23077,0,0,1,0,0,0,1,0,0
12119,0,1,0,0,1,44,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,50,58,56,53,53,55,57.90104,69,170,175,14,16,5,1,1,19.86539,17.3,50,12.84615,0,1,0,0,1,0,0,0,1
3453,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,34,46,44,40,41,39.63553,72,154,168,12,8,1,0,0,20.26923,28.32,55,3.346154,0,0,1,0,2,0,1,0,0
1386,0,1,1,0,0,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,40,39,43,44,52,42,41.54387,68,155,175,14,12,4,1,1,9.615385,15.75,47,8.980769,0,0,1,0,0,0,0,0,1
11952,0,1,1,0,0,39,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,32,36,29,26,25,28,31.18432,73,180,238,9,7,3,0,1,4.019231,7.35,40,0.5769231,0,1,0,0,0,0,0,0,1
2760,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,49,47,50,40,44,49.72245,71,185,210,12,12,5,0,1,18.23077,14.86,37,6.096154,0,0,1,0,0,0,0,0,1
1515,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,47,51,44,52,52,48.08673,71,205,250,12,11,2,1,0,22.01923,22.37,55,7.288462,0,0,1,0,1,0,0,0,1
3561,0,1,0,0,1,38,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,38,30,20,27,34,30.9117,69,205,230,12,10,4,0,0,17.67308,15.55,48,13.28846,1,0,1,0,1,0,1,0,0
76,0,1,0,0,1,38,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,52,46,47,44,42,44,46.45102,73,170,200,16,16,3,1,,17.34615,18.25,40,1.134615,1,1,0,0,1,1,0,0,0
5296,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,66,61,59,56,37,44,61.17247,62,174,245,12,12,5,0,0,12.32692,9.35,40,1.192308,1,0,1,0,0,0,1,0,0
2291,0,1,0,0,1,37,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,64,66,56,59,62,57,63.89867,74,180,205,17,16,1,1,0,16.07692,29.45,47,7.307693,0,0,1,0,0,0,0,0,1
2376,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,52,58,51,53,52,48,56.53794,69,150,180,12,10,1,1,0,16.28846,21.63,40,13.01923,1,1,0,0,1,0,0,1,0
5267,0,1,0,0,1,42,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38,42,31,26,31,41,35.001,73,160,215,12,13,3,1,0,20.23077,19.68,40,6.769231,1,1,0,0,1,0,0,1,0
3777,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,54,56,53,54,51,55.72008,67,170,180,11,12,3,0,0,23.42308,21.63,40,7.192307,1,0,1,0,1,0,1,0,0
730,0,1,0,0,1,41,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,55,52,62,60,59,57.62842,72,180,180,12,12,3,1,0,17.5,36.05,48,6.403846,0,0,1,0,0,0,1,0,0
4412,0,1,0,1,0,39,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,46,40,37,38,35,43,38.81767,69,178,235,12,8,5,1,0,16.5,13.4,40,14.25,0,0,1,0,1,0,0,1,0
4468,0,1,0,0,1,43,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66,55,59,53,51,52,57.08318,72,200,250,12,16,2,1,0,18.25,29.5,40,6.134615,1,0,1,0,1,0,0,1,0
5443,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,26,38,24,32,28,38,32.54742,67,148,170,6,12,4,0,1,21.55769,5.9,48,21.25,0,0,1,0,0,0,0,0,1
1319,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,36,32,30,32,29,29,30.9117,74,195,225,6,3,1,0,0,20.44231,18.07,50,2.326923,0,0,1,0,1,0,0,0,1
13,0,1,0,0,1,43,16,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,66,54,56,52,40,62.53557,72,175,200,12,16,2,1,0,19.15385,15.62,48,0.4038461,0,0,1,0,1,1,0,0,0
4907,0,1,0,0,1,42,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,68,61,60,56,61,57,61.44509,72,185,210,12,14,1,1,0,1.307692,127.9,10,1.307692,0,0,0,0,1,0,0,0,1
4829,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60,62,57,59,53,49,61.99033,71,170,175,13,18,4,1,0,14.32692,30.76,60,14.26923,0,0,1,0,2,0,1,0,0
951,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,40,47,53,49,40,45.63316,68,155,195,12,12,3,0,0,21.07692,24.78,45,4.057693,0,0,1,0,1,0,1,0,0
11978,0,1,0,1,0,43,11,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28,42,30,38,39,37,37.99981,72,145,170,11,5,6,1,1,10.34615,17,40,2.538461,0,0,1,0,1,1,0,0,0
4860,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,54,43,43,35,41,27,41.27124,70,165,185,12,12,3,1,0,16.78846,18,40,3.826923,0,0,1,0,0,0,1,0,0
2548,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,34,30,38,56,56,33.6379,73,185,240,12,12,2,0,0,22.96154,13.75,40,17.42308,0,0,1,0,0,0,1,0,0
819,0,1,0,0,1,40,14,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,44,38,43,44,52,44,40.99863,64,145,160,12,12,1,0,0,18.96154,20,40,7.519231,1,0,1,0,1,0,1,0,0
11791,0,1,0,0,1,38,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,50,52,53,55,54,52.44865,69,140,190,12,8,2,1,0,14.59615,57.69,50,7.980769,0,0,1,0,1,0,1,0,0
5359,0,1,0,0,1,44,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,58,65,60,53,55,54,62.80819,70,185,300,12,12,3,1,0,23.21154,11,40,3.519231,0,0,1,0,1,0,1,0,0
3723,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,60,49,52,47,46,50,50.26769,71,180,220,11,14,2,1,0,13.59615,9.4,44,0.1730769,0,0,1,0,1,0,0,0,1
2851,0,1,0,0,1,38,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66,66,61,56,54,52,64.44391,72,175,203,16,20,2,1,0,16.44231,75.17,55,7.615385,0,0,1,0,1,1,0,0,0
3575,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,54,51,52,41,61,65,49.72245,73,155,160,12,12,4,0,0,23.53846,23.07,40,3.807692,0,0,1,0,0,0,1,0,0
3822,0,1,1,0,0,42,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36,36,26,29,20,29,31.18432,71,160,220,6,4,5,1,1,12.30769,7,40,10.25,0,0,1,0,1,0,1,0,0
281,0,1,0,0,1,40,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,60,65,54,50,62,51,60.35461,75,195,190,13,13,3,1,0,15.42308,36.85,48,12.80769,0,0,1,0,1,1,0,0,0
639,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,50,43,52,56,54,49,49.44983,68,125,135,12,15,1,0,0,19.92308,10.5,55,1.75,0,0,1,0,1,0,1,0,0
2118,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,54,40,41,56,44,51,44.8153,69,170,182,12,12,3,0,0,18.30769,19.1,40,12.69231,1,0,1,0,0,0,0,0,1
1201,0,1,1,0,0,40,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36,43,39,47,37,42,43.4522,69,150,190,6,3,6,0,,19.48077,22.62,40,17.63461,0,1,0,0,1,0,0,0,1
1975,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,47,56,62,53,46,54.35698,64,140,155,12,12,4,0,0,13.80769,14.42,40,13.11539,0,0,1,0,0,0,1,0,0
3901,0,1,0,0,1,43,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66,65,59,59,55,47,64.17129,73,178,200,12,12,1,1,1,18.07692,15.4,50,4.346154,0,0,1,0,1,0,1,0,0
