comp_name,year,year_estab,dom,pub,rev,revproj,exrev,exproj,domrev,capital,iso9000,iso9001,iso9002,qcyear,seicmm,level,anyotherqc,product,distr,services,projects,alliances,jv,us,uk,canada,europe,asia,australia,india,africa,middleeast,latinamer,eduntrain,ent,engineering,defence,health,telecomm,transport,port,textiles,publishing,travel,financial,manuf,egov,leasehire,web,libmgmt,airrailway,ecom,edesign,officeauto,oilpetro,softemp,othemp,projnserv,lang_os_ser,ites,rdbms,net_sysinter,multimedia,contentdev,itedu,webnecom,proddev,con,nochange,div,relateddiv,unreldiv,totaos,conglomorate
Aztek System Pvt. Ltd.,2002,1999,1,1,,,,,,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
B&K Information Technologies Limited,1997,1995,1,1,22.5,,22.5,,0,1.5,0,0,0,,0,,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,47,6,1,1,0,0,0,0,0,0,1,1,,,,,,4,0
B&K Information Technologies Limited,1998,1995,1,1,22.5,,22.5,,0,1.5,0,0,0,,0,,0,6,0,0,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,47,6,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0
BAeHAL Software Limited,1997,1993,1,1,78.6,,78.6,,0,60,0,1,0,,0,,0,0,,0,,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,112,23,1,1,1,0,1,1,0,0,0,1,,,,,,6,0
BAeHAL Software Limited,1998,1993,1,1,78.6,,78.6,,0,60,0,1,0,,0,,0,1,0,4,3,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,112,23,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,6,0
BAeHAL Software Limited,1999,1993,1,1,87.47,100.5,80.95,85.9,6.52,60,0,0,0,,0,,0,3,0,4,4,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,130,32,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,5,0
BAeHAL Software Limited,2001,1993,1,1,83,150,73.6,120,9.4,60,0,1,0,,0,,0,3,0,4,4,,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,146,20,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,7,0
BAeHAL Software Limited,2002,1993,1,1,122,185,109,155,13,60,0,1,0,,0,,0,2,1,4,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,6,0
BAeHAL Software Limited,2003,1993,1,1,141,165,129,140,12,60,0,1,0,1994,1,4,0,,,,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150,20,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4,0
BCC Computers Limited,1997,1996,1,1,6.92,,6.92,,0,1.79,0,0,0,,0,,0,0,,0,,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,1,1,1,0,1,1,0,1,1,1,,,,,,8,0
BCC Computers Limited,1998,1996,1,1,6.92,,6.92,,0,1.79,0,0,0,,0,,0,0,0,3,0,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,8,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,8,0
BCC Computers Limited,1999,1996,1,1,10.61,100,10.61,100,0,1.79,0,0,0,,0,,0,1,0,1,3,,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,75,20,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,0
BFL Software Ltd.,1994,1992,1,1,,,,,,100,0,0,0,,0,,0,0,,,4,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,1,1,0,1,0,0,1,0,0,1,,,,,,5,0
BFL Software Ltd.,1995,1992,1,1,,,,,,,0,0,0,,0,,0,,,,,,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,5,0
BFL Software Ltd.,1997,1992,1,1,,,,,,,0,0,0,,0,,0,0,,0,,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0
BFL Software Ltd.,1998,1992,1,1,321.4,,305.6,,,60,0,1,0,,0,,0,0,0,0,0,,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,610,88,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,5,0
BFL Software Ltd.,1999,1992,1,1,285.07,,285.07,,0,93.25,0,0,0,,0,,0,0,0,0,0,,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,135,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,7,0
BMC Software India Private Limited,2003,2001,1,0,17.6,80,17.6,80,0,0.1,0,0,0,,0,,0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,36,5,1,0,0,1,0,0,0,0,0,1,,,,,,3,0
BPB Publications,1997,1984,1,0,,,,,,6,0,0,0,,0,,0,0,,0,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15,120,0,0,0,0,0,0,0,1,0,0,,,,,,1,0
BPB Publications,1998,1984,1,0,,,,,,,0,0,0,,0,,0,0,1,0,0,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,15,120,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
BPB Publications,1999,1984,1,0,,,,,,,0,0,0,,0,,0,0,1,0,0,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,10,90,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0
BPB Publications,2001,1984,1,0,,,,,,,0,0,0,,0,,0,0,1,0,0,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0
BPB Publications,2002,1984,1,0,,,,,,,0,0,0,,0,,0,2,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0
BPL Innovision Technologies Pvt. Ltd.,2002,2000,1,0,67.58,95,51.39,69,16.19,,0,0,0,,0,,0,5,0,4,4,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,120,14,1,0,1,1,1,0,1,0,1,1,,,,,,7,1
BPL Telecom Private Limited,1995,1975,1,0,,,,,,,0,0,0,,0,,0,,,,,,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,0,0,,,,,,5,1
BPL Telecom Private Limited,1997,1975,1,1,34.79,,31.79,,3,148,0,0,0,,0,,0,0,,0,,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,150,800,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,6,1
BPL Telecom Private Limited,1998,1975,1,1,34.79,,31.79,,3,148,0,0,0,,0,,0,7,0,2,5,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,150,800,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,5,1
BPL Telecom Private Limited,1999,1975,1,1,89.04,274.94,69.04,180.74,20,148,0,0,0,,0,,0,6,1,10,5,,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,175,1000,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,8,1
BPL Telecom Private Limited,2001,1975,1,1,306,446,143,250,163,263,0,1,0,,0,,0,3,1,3,4,,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171,667,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,7,1
BPL Telecom Private Limited,2002,1975,1,0,650,762,156,144,494,263,0,1,0,,1,3,0,3,1,8,3,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170,618,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,6,1
BPL Telecom Private Limited,2003,1975,1,0,317.98,250,52.96,80,265.02,327.16,0,1,0,,1,3,0,,,,6,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,5,1
BSEL Information Systems Limited,1999,1995,1,1,73.46,74.38,73.27,,0.19,101.5,0,0,0,,0,,0,6,0,2,4,,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,70,7,1,1,1,1,0,1,1,0,1,1,,,,,,8,0
BSEL Information Systems Limited,2001,1995,1,1,251.32,454,238.08,354,13.24,2030,0,0,0,,0,,0,4,0,3,4,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153,20,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,7,0
BSEL Information Systems Limited,2002,1995,1,1,250,350,200,300,50,203,0,0,0,,0,,0,1,0,0,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,228,60,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,5,0
BSEL Information Systems Limited,2003,1995,1,1,49.6,70,49.6,70,0,203,0,0,0,,0,,0,,,,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,20,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0
BSES Telecom Limited,1994,1965,1,1,32,,,,,126.83,0,0,0,,0,,0,0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,,,,,,3,0
BSES Telecom Limited,1995,1965,1,1,,,,,,,0,0,0,,0,,0,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4,0
BSES Telecom Limited,1997,1965,1,1,57,,0,,57,1875,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,23,56,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0
BSES Telecom Limited,1998,1965,1,1,57,,0,,57,1875,0,0,0,,0,,0,3,0,2,4,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,56,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0
BSES Telecom Limited,1999,1965,1,1,20,25,0,,20,5,0,0,0,,0,,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,15,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BSES Telecom Limited,2001,1965,1,1,50,,0,,50,160,0,0,0,,0,,0,4,0,2,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,45,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,5,0
BT (Worldwide) Ltd.,1999,1995,0,0,,,,,,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,,,,,1,1
BT (Worldwide) Ltd.,2001,1995,0,0,,,,,,,0,0,0,,0,,0,0,0,1,1,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1
BT (Worldwide) Ltd.,2002,1995,0,0,75.15,60.32,75.15,,0,,0,1,0,,0,,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1000,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,1
BT (Worldwide) Ltd.,2003,1995,0,1,60.32,,0,,60.32,,0,1,0,,0,,0,,,,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
BT Technet Limited,1999,1993,0,1,5.4,15,4.1,,1.3,40,0,0,0,,0,,0,5,0,5,3,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,10,1,1,1,1,0,1,0,0,1,1,,,,,,7,1
Baan Infosystems India Pvt. Ltd.,1994,1989,0,0,13.48,,13.48,,0,1.5,0,0,0,,0,,0,0,,,,,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,5,1,1,0,0,0,0,0,0,0,1,,,,,,3,0
Baan Infosystems India Pvt. Ltd.,1995,1989,0,0,,,,,,,0,0,0,,0,,0,,,,,,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,4,0
Baan Infosystems India Pvt. Ltd.,1997,1989,0,0,,,,,,,0,0,0,,0,,0,0,,0,,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0
Baan Infosystems India Pvt. Ltd.,1998,1989,0,0,157.05,,129.4,,,1.5,0,0,0,,0,,0,0,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352,18,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0
Baan Infosystems India Pvt. Ltd.,1999,1989,0,0,413.1,,321.08,,92.02,1.5,0,0,0,,0,,0,0,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,446,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Baan Infosystems India Pvt. Ltd.,2001,1989,0,0,850,,680,,170,1.5,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,350,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0
Ballarpur Industries,1994,1990,1,1,,,,,,270,0,0,0,,0,,0,0,,,4,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,,,1,1,0,0,0,0,0,0,0,0,,,,,,2,0
Balwas e-Com India Ltd.,2001,2000,1,1,49.76,,40,,9.76,106.55,1,0,0,,0,,0,3,0,4,3,,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,104,10,1,1,1,1,0,1,1,0,1,0,,,,,,7,0
Bamboo Software Solutions Pvt. Ltd.,2001,2000,1,0,3,,3,,0,3,0,0,0,,0,,0,1,0,2,3,,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,1,0,0,1,0,0,0,0,1,1,,,,,,4,0
Bamboo Software Solutions Pvt. Ltd.,2002,2000,1,0,3.5,5,3,5,0.5,3,0,0,0,,0,,0,1,0,3,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,14,4,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,0
Bamboo Software Solutions Pvt. Ltd.,2003,2000,1,0,4.5,7.5,4.5,7.5,0,3,0,0,0,,0,,0,,,,7,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,26,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
Bangalore Softsell Limited,2001,1986,1,1,20.88,50,17.55,45,3.33,50,0,0,0,,0,,0,0,0,0,2,,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,55,5,1,0,0,0,0,0,0,0,1,1,,,,,,3,0
Bangalore Softsell Limited,2002,1986,1,1,11.5,15,7.7,9.66,3.8,26,0,1,0,,0,,0,4,0,0,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,20,26,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0
Bangalore Softsell Limited,2003,1986,1,1,20,40,20,40,0,50,0,0,0,,0,,0,,,,4,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
Bangalore Software Services (P) Ltd.,2001,1986,1,1,4.5,80.72,2.62,56.77,1.88,26,0,0,0,,0,,0,2,0,3,4,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32,3,1,0,0,1,0,1,0,0,1,1,,,,,,5,0
Bangalore Software Services (P) Ltd.,2002,1986,1,1,19.5,50,18.1,40,1.4,50,0,0,0,,0,,0,1,0,1,3,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,58,7,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0
Bangalore Software Services (P) Ltd.,2003,1986,1,0,9.5,10,6.65,4,2.85,26,0,1,0,,0,,0,,,,11,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0
Bank of Madura Limited,2001,1943,1,0,,,,,,117.7,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,40,2500,0,0,0,0,0,0,0,0,1,0,,,,,,1,1
Baron Infotech Ltd.,2001,1994,1,1,23,80,2.5,50,20.5,102,0,0,0,,0,,0,4,0,5,4,,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,105,15,1,0,0,1,0,0,0,0,1,1,,,,,,4,0
Barry-Wehmiller International Resources Pvt. Ltd.,2002,1994,1,0,26.59,50,26.59,50,0,3.11,0,0,0,,0,,0,3,0,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,18,44,1,0,1,1,1,1,0,0,1,0,,,,,,6,0
Barry-Wehmiller International Resources Pvt. Ltd.,2003,1994,1,0,53.8,65,53.5,60,0.3,3.1,0,1,0,2000,0,,0,,,,7,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,70,19,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0
BayPackets Technologies (P) Ltd.,2001,2000,1,0,0.92,,0.65,13.5,0.27,8.88,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,,,,,,1,0
BayPackets Technologies (P) Ltd.,2002,2000,1,0,39.14,6.11,34.57,47,4.57,8.78,0,0,0,,0,,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,35,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BayPackets Technologies (P) Ltd.,2003,2000,1,0,,,,,,,0,0,0,,0,,0,,,,3,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Bells Softech Limited,1999,1999,0,1,5,4.4,1.3,3.13,3.7,113,0,0,0,,0,,0,4,0,1,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,30,5,1,0,0,0,0,1,0,0,0,1,,,,,,3,0
Bells Softech Limited,2001,1999,0,0,8,32,3,22,5,39,0,1,0,1994,0,,0,5,0,3,3,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,42,12,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0
Bells Softech Limited,2002,1999,0,0,6,1,1.2,,4.8,50,0,1,0,1994,0,,0,4,0,3,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,44,8,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,7,0
Bells Softech Limited,2003,1999,0,0,36,41,35.5,38,0.5,50,0,1,0,1994,0,,0,,,,12,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,50,5,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0
Benchmark Softech Limited,2002,1994,1,1,50.52,64.82,50.43,64.82,0.09,26.13,0,1,0,,0,,0,5,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,65,16,1,0,0,1,0,0,0,0,1,1,,,,,,4,0
Beni Softwares Pvt. Ltd.,2002,1999,1,1,0.76,1.5,0.76,,0,,0,1,0,2000,0,,0,3,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,1,0,1,0,1,0,0,0,1,1,,,,,,5,0
Beni Softwares Pvt. Ltd.,2003,1999,1,0,0.57,1.5,,,,0.02,0,1,0,2000,0,,0,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,5,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,0
Bentlay Systems India Pvt. Ltd.,1997,1984,0,0,,,,,,,0,0,0,,0,,0,7,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,,,,,,2,0
Bentlay Systems India Pvt. Ltd.,1998,1984,0,0,,,,,,,0,0,0,,0,,0,9,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
Bentlay Systems India Pvt. Ltd.,1999,1984,0,0,,,,,,,0,0,0,,0,,0,5,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,4,0
Bentlay Systems India Pvt. Ltd.,2001,1984,0,0,,,,,,,0,0,0,,0,,0,7,0,2,1,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,12,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,7,0
Bentlay Systems India Pvt. Ltd.,2002,1984,0,0,,,,,,,0,0,0,,0,,0,6,0,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5,0
Bentlay Systems India Pvt. Ltd.,2003,1984,0,0,,,,,,,0,1,0,2000,0,,0,,,,8,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bersoft Infotech Pvt. Ltd.,2001,1999,1,0,0.17,1.5,0.17,1.5,0,,0,0,0,,0,,0,0,0,1,4,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4,1,0,1,1,0,0,0,1,1,0,,,,,,5,0
Bersoft Infotech Pvt. Ltd.,2002,1999,1,0,,,,,,,0,0,0,,0,,0,3,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,5,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,5,0
