year,month,prccem,ipcem,prcpet,rresc,rnonc,ip,rdefs,milemp,gprc,gcem,gprcpet,gres,gnon,gip,gdefs,gmilemp,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1975,7,571,1.0666,34.1,97484,157034,63.9,1.6251,2129,0.0105635,-0.0130405,-0.0231895,0.0161216,0.0176608,-0.0518409,0,0.0004698,0,0,0,0,0,0,1,0,0,0,0,0
1975,8,570,1.1424,34.9,100078,155876,67.5,1.6247,2111,-0.0017528,0.0686553,0.0231895,0.0262616,-0.0074015,0.0548082,-0.0002462,-0.0084906,0,0,0,0,0,0,0,1,0,0,0,0
1975,9,575,1.112,34.9,101273,159059,69.8,1.6251,2105,0.0087337,-0.0269712,0,0.01187,0.0202144,0.0335065,0.0002462,-0.0028463,0,0,0,0,0,0,0,0,1,0,0,0
1975,10,574,1.1444,35.2,103229,157234,69.5,1.6251,2097,-0.0017406,0.0287203,0.0085592,0.01913,-0.0115401,-0.0043073,0,-0.0038077,0,0,0,0,0,0,0,0,0,1,0,0
1975,11,574,0.86343,35.6,104962,158752,68.5,1.6257,2099,0,-0.2817229,0.0112995,0.0166486,0.0096081,-0.014493,0.0003691,0.0009533,0,0,0,0,0,0,0,0,0,0,1,0
1975,12,574,0.62453,35.8,105299,157897,66.4,1.624,2084,0,-0.3239135,0.0056023,0.0032055,-0.0054003,-0.0311367,-0.0010463,-0.0071719,0,0,0,0,0,0,0,0,0,0,0,1
1976,1,595,0.49397,35.9,109939,164462,67.6,1.624,2092,0.035932,-0.2345246,0.0027895,0.0431217,0.0407366,0.0179109,0,0.0038314,1,0,0,0,0,0,0,0,0,0,0,0
1976,2,596,0.63803,33,115464,161078,71.3,1.6206,2093,0.0016793,0.2559105,-0.0842298,0.0490331,-0.0207908,0.0532884,-0.0020958,0.0004779,0,1,0,0,0,0,0,0,0,0,0,0
1976,3,597,0.76995,33.1,121046,164513,71.2,1.6205,2090,0.0016764,0.1879403,0.0030257,0.0472118,0.0211009,-0.0014036,-0.0000617,-0.0014344,0,0,1,0,0,0,0,0,0,0,0,0
1976,4,626,0.94601,33.4,121101,159237,71.2,1.6205,2087,0.0474333,0.2059276,0.0090227,0.0004543,-0.0325959,0,0,-0.0014364,0,0,0,1,0,0,0,0,0,0,0,0
1976,5,626,1.0052,33.5,120193,157430,72.3,1.6202,2081,0,0.0606887,0.0029895,-0.0075261,-0.0114127,0.0153314,-0.0001851,-0.0028791,0,0,0,0,1,0,0,0,0,0,0,0
1976,6,626,1.1396,33.8,121731,154404,74.2,1.6208,2082,0,0.1254908,0.0089153,0.0127149,-0.0194084,0.0259399,0.0003702,0.0004804,0,0,0,0,0,1,0,0,0,0,0,0
1976,7,633,1.0941,34.7,117516,151062,70.5,1.6208,2087,0.0111201,-0.0407453,0.0262789,-0.0352392,-0.0218822,-0.0511514,0,0.0023987,0,0,0,0,0,0,1,0,0,0,0,0
1976,8,633,1.1933,34.7,116720,153275,73.4,1.6219,2085,0,0.0867905,0,-0.0067966,0.0145433,0.0403112,0.0006784,-0.0009588,0,0,0,0,0,0,0,1,0,0,0,0
1976,9,633,1.1119,34.7,116911,153002,75.3,1.622,2084,0,-0.0706524,0,0.0016351,-0.0017827,0.0255562,0.0000617,-0.0004797,0,0,0,0,0,0,0,0,1,0,0,0
1976,10,633,1.0909,36.1,128393,148290,75.1,1.622,2086,0,-0.0190672,0.0395531,0.0936829,-0.0312812,-0.0026596,0,0.0009592,0,0,0,0,0,0,0,0,0,1,0,0
1976,11,633,0.90475,36.1,136612,149875,74.4,1.6221,2082,0,-0.1870996,0,0.0620489,0.0106318,-0.0093646,0.0000617,-0.0019194,0,0,0,0,0,0,0,0,0,0,1,0
1976,12,633,0.63508,36.1,142635,149722,72.4,1.6219,2072,0,-0.3539077,0,0.0431441,-0.0010214,-0.0272496,-0.0001233,-0.0048146,0,0,0,0,0,0,0,0,0,0,0,1
1977,1,652,0.40715,35.8,134234,143945,74,1.6219,2077,0.0295741,-0.4445693,-0.008345,-0.0607044,-0.039349,0.0218588,0,0.0024102,1,0,0,0,0,0,0,0,0,0,0,0
1977,2,653,0.65125,37.4,135644,147543,76.3,1.6214,2078,0.0015326,0.4697119,0.0437229,0.0104493,0.0246884,0.0306079,-0.0003083,0.0004813,0,1,0,0,0,0,0,0,0,0,0,0
1977,3,653,0.85925,36.8,139695,150812,77.2,1.6222,2075,0,0.2771663,-0.0161729,0.0294277,0.0219144,0.0117264,0.0004933,-0.0014447,0,0,1,0,0,0,0,0,0,0,0,0
1977,4,665,1.0415,37,147831,150934,77.4,1.6222,2071,0.0182099,0.1923573,0.0054201,0.0566083,0.0008086,0.0025874,0,-0.0019296,0,0,0,1,0,0,0,0,0,0,0,0
1977,5,672,1.1478,37,151666,149495,78,1.6239,2070,0.0104713,0.0971851,0,0.025611,-0.0095797,0.007722,0.0010474,-0.000483,0,0,0,0,1,0,0,0,0,0,0,0
1977,6,672,1.2876,37.1,150947,148433,80.5,1.6247,2075,0,0.114933,0.002699,-0.004752,-0.0071293,0.0315484,0.0004925,0.0024125,0,0,0,0,0,1,0,0,0,0,0,0
1977,7,675,1.1821,36.9,155879,148731,76.8,1.6247,2079,0.0044544,-0.0854875,-0.0054053,0.0321513,0.0020056,-0.0470525,0,0.0019259,0,0,0,0,0,0,1,0,0,0,0,0
1977,8,676,1.2479,37.3,155338,147879,79.1,1.6263,2073,0.0014804,0.0541696,0.0107817,-0.0034767,-0.0057449,0.0295082,0.0009843,-0.0028902,0,0,0,0,0,0,0,1,0,0,0,0
1977,9,676,1.1979,37.6,153657,149207,81.2,1.6247,2075,0,-0.0408921,0.0080107,-0.0108805,0.0089402,0.0262024,-0.0009843,0.0009643,0,0,0,0,0,0,0,0,1,0,0,0
1977,10,675,1.2601,38,150344,145025,80.9,1.6247,2072,-0.0014804,0.050621,0.0105821,-0.0217968,-0.0284285,-0.0037014,0,-0.0014468,0,0,0,0,0,0,0,0,0,1,0,0
1977,11,675,0.98644,38.6,147315,144995,79.5,1.6215,2069,0,-0.2448439,0.0156661,-0.0203528,-0.0002069,-0.0174568,-0.0019715,-0.0014489,0,0,0,0,0,0,0,0,0,0,1,0
1977,12,675,0.73103,39.3,146670,145037,77.5,1.6212,2060,0,-0.299648,0.0179723,-0.004388,0.0002896,-0.0254791,-0.0001851,-0.0043594,0,0,0,0,0,0,0,0,0,0,0,1
1978,1,711,0.43771,39.4,148204,141753,77.1,1.6212,2065,0.0519597,-0.5128979,0.0025414,0.0104045,-0.0229028,-0.0051747,0,0.0024242,1,0,0,0,0,0,0,0,0,0,0,0
1978,2,711,0.57683,39.5,151906,142558,79.6,1.6208,2062,0,0.2759911,0.0025348,0.0246722,0.0056628,0.0319108,-0.0002467,-0.0014538,0,1,0,0,0,0,0,0,0,0,0,0
1978,3,711,0.86226,40,153198,151360,80.3,1.6223,2058,0,0.4020092,0.0125788,0.0084693,0.0599122,0.0087556,0.000925,-0.0019417,0,0,1,0,0,0,0,0,0,0,0,0
1978,4,734,1.1343,40.1,153608,159789,82.1,1.6223,2054,0.0318366,0.2742141,0.0024968,0.0026727,0.0541931,0.0221683,0,-0.0019455,0,0,0,1,0,0,0,0,0,0,0,0
1978,5,734,1.231,40.3,156649,161974,81.8,1.6254,2046,0,0.0818111,0.0049752,0.0196037,0.0135816,-0.0036607,0.001909,-0.0039024,0,0,0,0,1,0,0,0,0,0,0,0
1978,6,734,1.4215,40.8,156853,161838,84.7,1.6263,2057,0,0.1438858,0.0123306,0.0013014,-0.00084,0.0348383,0.0005536,0.0053619,0,0,0,0,0,1,0,0,0,0,0,0
1978,7,743,1.2759,41.2,156540,165505,81,1.6263,2062,0.012187,-0.1080608,0.0097562,-0.0019975,0.0224056,-0.0446664,0,0.0024278,0,0,0,0,0,0,1,0,0,0,0,0
1978,8,745,1.38,41.3,155996,165725,83.7,1.6283,2062,0.0026882,0.0784317,0.0024242,-0.0034812,0.0013284,0.0327898,0.001229,0,0,0,0,0,0,0,0,1,0,0,0,0
1978,9,748,1.3012,41.7,156869,168102,85.9,1.6276,2062,0.0040188,-0.0587966,0.0096387,0.0055807,0.0142411,0.0259449,-0.00043,0,0,0,0,0,0,0,0,0,1,0,0,0
1978,10,749,1.3839,41.9,155183,167930,86.1,1.6276,2058,0.001336,0.0616187,0.0047847,-0.010806,-0.0010237,0.0023255,0,-0.0019417,0,0,0,0,0,0,0,0,0,1,0,0
1978,11,749,1.0809,42.3,155755,166996,85.1,1.6263,2050,0,-0.2471116,0.0095012,0.0036792,-0.0055774,-0.0116824,-0.000799,-0.0038948,0,0,0,0,0,0,0,0,0,0,1,0
1978,12,749,0.84431,42.6,155901,168593,83.7,1.6265,2041,0,-0.2470296,0.0070671,0.0009369,0.0095177,-0.0165881,0.000123,-0.0043999,0,0,0,0,0,0,0,0,0,0,0,1
1979,1,806,0.4558,43.1,152214,159455,83.2,1.6265,2040,0.0733448,-0.6164656,0.0116687,-0.0239338,-0.0557258,-0.0059916,0,-0.0004901,1,0,0,0,0,0,0,0,0,0,0,0
1979,2,815,0.58293,43.9,150148,153933,86.5,1.6269,2030,0.0111044,0.246013,0.0183914,-0.013666,-0.0352443,0.0388971,0.0002459,-0.004914,0,1,0,0,0,0,0,0,0,0,0,0
1979,3,820,0.90695,44.2,146227,164058,86.8,1.6272,2026,0.0061162,0.4420201,0.0068105,-0.0264613,0.0637026,0.0034622,0.0001844,-0.0019724,0,0,1,0,0,0,0,0,0,0,0,0
1979,4,828,1.0681,44.5,146298,163893,84.8,1.6272,2022,0.0097088,0.1635493,0.0067644,0.0004854,-0.0010062,-0.0233111,0,-0.0019763,0,0,0,1,0,0,0,0,0,0,0,0
1979,5,828,1.2232,45.8,142635,166927,85.6,1.6277,2018,0,0.135589,0.0287949,-0.0253567,0.0183428,0.0093897,0.0003072,-0.0019802,0,0,0,0,1,0,0,0,0,0,0,0
1979,6,830,1.405,48.6,144845,166069,87.8,1.6287,2024,0.0024125,0.1385669,0.0593394,0.0153753,-0.0051532,0.0253763,0.0006142,0.0029688,0,0,0,0,0,1,0,0,0,0,0,0
1979,7,835,1.2932,50.5,145927,170592,83.4,1.6287,2027,0.006006,-0.0829175,0.0383498,0.0074423,0.0268714,-0.0514132,0,0.0014811,0,0,0,0,0,0,1,0,0,0,0,0
1979,8,835,1.3801,52.6,143988,170573,85.6,1.6308,2024,0,0.0650362,0.0407428,-0.0133765,-0.0001114,0.0260369,0.0012885,-0.0014811,0,0,0,0,0,0,0,1,0,0,0,0
1979,9,835,1.3129,57.6,144939,173461,87.5,1.6314,2027,0,-0.0499176,0.0908064,0.006583,0.0167894,0.0219535,0.0003678,0.0014811,0,0,0,0,0,0,0,0,1,0,0,0
1979,10,835,1.3586,59.5,143176,173173,87.6,1.6314,2030,0,0.0342164,0.0324538,-0.0122383,-0.0016617,0.0011422,0,0.0014789,0,0,0,0,0,0,0,0,0,1,0,0
1979,11,835,1.0878,61.4,139976,171090,85.7,1.6326,2029,0,-0.2222974,0.0314335,-0.0226037,-0.0121014,-0.0219282,0.0007353,-0.0004927,0,0,0,0,0,0,0,0,0,0,1,0
1979,12,837,0.85157,64.2,138838,174849,83.9,1.6338,2020,0.0023923,-0.2448309,0.0445933,-0.0081632,0.021733,-0.0212272,0.0007348,-0.0044455,0,0,0,0,0,0,0,0,0,0,0,1
1980,1,894,0.60397,70,138610,181843,84,1.6338,2029,0.0658817,-0.3435572,0.0864921,-0.0016436,0.0392209,0.0011912,0,0.0044455,1,0,0,0,0,0,0,0,0,0,0,0
1980,2,895,0.65852,70.2,130915,175349,86.8,1.636,2032,0.0011179,0.0864704,0.002853,-0.057116,-0.0363654,0.0327899,0.0013457,0.0014775,0,1,0,0,0,0,0,0,0,0,0,0
1980,3,896,0.75837,71.3,123892,175110,86.9,1.6362,2033,0.0011167,0.1411765,0.0155481,-0.055138,-0.0013639,0.0011514,0.0001222,0.000492,0,0,1,0,0,0,0,0,0,0,0,0
1980,4,914,0.94258,72.8,113703,172783,83.8,1.6362,2028,0.0198902,0.2174494,0.0208196,-0.0858204,-0.0133779,-0.036325,0,-0.0024624,0,0,0,1,0,0,0,0,0,0,0,0
1980,5,918,1.0161,73.6,103586,171226,81.6,1.6366,2031,0.0043668,0.0751063,0.010929,-0.0931876,-0.0090522,-0.0266038,0.0002445,0.0014782,0,0,0,0,1,0,0,0,0,0,0,0
1980,6,918,1.1715,74.9,98304,169463,82.8,1.6374,2034,0,0.1423131,0.0175089,-0.0523375,-0.0103497,0.0145989,0.0004887,0.001476,0,0,0,0,0,1,0,0,0,0,0,0
1980,7,916,1.0921,75.2,98261,165348,79.4,1.6374,2044,-0.002181,-0.0701825,0.0039973,-0.0004375,-0.0245823,-0.0419297,0,0.0049044,0,0,0,0,0,0,1,0,0,0,0,0
1980,8,916,1.1562,77.3,103517,163975,83,1.6392,2049,0,0.0570363,0.0275428,0.0521086,-0.0083384,0.0443422,0.0010987,0.0024432,0,0,0,0,0,0,0,1,0,0,0,0
1980,9,913,1.1561,77.9,108840,165976,85.4,1.639,2051,-0.0032805,-0.0000865,0.007732,0.0501431,0.0121292,0.0285055,-0.000122,0.0009756,0,0,0,0,0,0,0,0,1,0,0,0
1980,10,912,1.187,79,113016,163196,85.6,1.639,2053,-0.0010959,0.0263768,0.0140219,0.0376505,-0.0168913,0.0023391,0,0.0009747,0,0,0,0,0,0,0,0,0,1,0,0
1980,11,908,0.96931,81.9,116885,160200,85.5,1.6386,2056,-0.0043956,-0.2026,0.0360512,0.0336611,-0.0185289,-0.0011689,-0.0002441,0.0014602,0,0,0,0,0,0,0,0,0,0,1,0
1980,12,908,0.77249,86.3,119784,170540,84.2,1.6396,2051,0,-0.2269654,0.0523306,0.0244996,0.0625468,-0.0153215,0.0006101,-0.0024349,0,0,0,0,0,0,0,0,0,0,0,1
1981,1,949,0.57813,96.1,119778,174720,83.3,1.6396,2056,0.0441644,-0.2898203,0.1075597,-0.0000501,0.0242148,-0.0107463,0,0.0024349,1,0,0,0,0,0,0,0,0,0,0,0
1981,2,948,0.64735,114.9,118661,172169,86,1.6416,2061,-0.0010543,0.1130884,0.1786729,-0.0093693,-0.0147081,0.0318987,0.0012191,0.002429,0,1,0,0,0,0,0,0,0,0,0,0
1981,3,949,0.86322,114.9,111020,169796,86.3,1.6434,2062,0.0010543,0.2877824,0,-0.0665603,-0.0138788,0.0034823,0.0010959,0.0004851,0,0,1,0,0,0,0,0,0,0,0,0
1981,4,972,1.0041,114.9,111988,170238,84.1,1.6434,2060,0.023947,0.1511773,0,0.0086814,0.0025997,-0.0258231,0,-0.0009704,0,0,0,1,0,0,0,0,0,0,0,0
1981,5,972,0.99679,114.5,110131,168248,84.6,1.6468,2064,0,-0.0073068,-0.0034874,-0.0167212,-0.0117584,0.0059277,0.0020668,0.0019399,0,0,0,0,1,0,0,0,0,0,0,0
1981,6,968,1.0871,111.3,107680,164312,87.5,1.6475,2070,-0.0041237,0.0867288,-0.0283455,-0.0225067,-0.023672,0.0337045,0.000425,0.0029028,0,0,0,0,0,1,0,0,0,0,0,0
1981,7,970,1.0655,108.9,102487,166545,85.5,1.6475,2082,0.002064,-0.0200694,-0.0217992,-0.0494279,0.0134985,-0.0231224,0,0.0057804,0,0,0,0,0,0,1,0,0,0,0,0
1981,8,970,1.0933,108.7,97153,165013,87.8,1.6491,2084,0,0.0257564,-0.0018383,-0.0534489,-0.0092413,0.0265452,0.0009706,0.0009602,0,0,0,0,0,0,0,1,0,0,0,0
1981,9,971,1.0651,108.7,94683,168147,88.5,1.6503,2083,0.0010304,-0.026132,0,-0.0257526,0.0188143,0.007941,0.0007275,-0.00048,0,0,0,0,0,0,0,0,1,0,0,0
1981,10,966,1.0144,107.5,89922,165260,87.4,1.6503,2090,-0.0051626,-0.0487713,-0.0111009,-0.0515918,-0.0173186,-0.0125073,0,0.0033549,0,0,0,0,0,0,0,0,0,1,0,0
1981,11,966,0.88173,107.2,87467,165317,84.8,1.6527,2097,0,-0.1401667,-0.0027946,-0.027681,0.0003449,-0.0301997,0.0014532,0.0033437,0,0,0,0,0,0,0,0,0,0,1,0
1981,12,966,0.64406,107.3,86354,166647,82.5,1.6528,2093,0,-0.314094,0.0009325,-0.0128065,0.008013,-0.0274973,0.0000605,-0.0019093,0,0,0,0,0,0,0,0,0,0,0,1
1982,1,993,0.44169,107.3,84023,161958,81.5,1.6528,2104,0.0275668,-0.3771836,0,-0.0273646,-0.0285408,-0.0121953,0,0.0052419,1,0,0,0,0,0,0,0,0,0,0,0
1982,2,999,0.55305,105,84641,164147,85.2,1.653,2109,0.0060241,0.2248401,-0.0216683,0.0073282,0.0134253,0.0443984,0.000121,0.0023736,0,1,0,0,0,0,0,0,0,0,0,0
1982,3,999,0.70533,101.6,84023,165873,84,1.6551,2107,0,0.2432174,-0.0329168,-0.0073282,0.0104601,-0.0141846,0.0012696,-0.0009488,0,0,1,0,0,0,0,0,0,0,0,0
1982,4,998,0.80566,97.9,82586,166675,82.1,1.6551,2106,-0.0010015,0.132996,-0.037097,-0.0172504,0.0048234,-0.0228788,0,-0.0004747,0,0,0,1,0,0,0,0,0,0,0,0
1982,5,1000,0.90352,97.9,82116,162831,81.3,1.6593,2104,0.002002,0.1146364,0,-0.0057073,-0.023333,-0.0097919,0.0025344,-0.0009501,0,0,0,0,1,0,0,0,0,0,0,0
1982,6,1000,1.0106,97.9,83045,161425,83.4,1.661,2108,0,0.1120012,0,0.0112497,-0.0086722,0.0255023,0.001024,0.0018993,0,0,0,0,0,1,0,0,0,0,0,0
1982,7,994,0.96581,98,81384,161464,80.5,1.661,2110,-0.0060181,-0.0453323,0.0010209,-0.0202039,0.0002416,-0.0353911,0,0.0009483,0,0,0,0,0,0,1,0,0,0,0,0
1982,8,990,1.0267,98,83204,164009,82.6,1.6645,2109,-0.0040323,0.0611379,0,0.0221167,0.0156391,0.0257525,0.0021049,-0.000474,0,0,0,0,0,0,0,1,0,0,0,0
1982,9,987,1.0094,97.9,83105,163317,82.7,1.6659,2109,-0.0030349,-0.0169937,-0.0010209,-0.0011906,-0.0042282,0.0012099,0.0008407,0,0,0,0,0,0,0,0,0,1,0,0,0
1982,10,980,0.9946,100.3,86189,163803,81.4,1.6659,2108,-0.0071175,-0.0147707,0.0242192,0.0364377,0.0029714,-0.0158443,0,-0.0004743,0,0,0,0,0,0,0,0,0,1,0,0
1982,11,980,0.78331,100,89670,165063,80,1.6687,2114,0,-0.2388121,-0.0029955,0.0395937,0.0076627,-0.0173487,0.0016794,0.0028423,0,0,0,0,0,0,0,0,0,0,1,0
1982,12,958,0.62275,98.2,93598,159883,78,1.6693,2113,-0.0227048,-0.2293834,-0.018164,0.0428727,-0.0318849,-0.0253178,0.0003595,-0.0004731,0,0,0,0,0,0,0,0,0,0,0,1
1983,1,958,0.55202,98.1,97185,159658,79.8,1.6693,2120,0,-0.1205608,-0.0010188,0.0376074,-0.0014083,0.0228147,0,0.0033073,1,0,0,0,0,0,0,0,0,0,0,0
1983,2,976,0.5501,94.5,103077,152488,81.4,1.6704,2122,0.0186148,-0.0034842,-0.0373875,0.0588599,-0.0459481,0.0198517,0.0006588,0.000943,0,1,0,0,0,0,0,0,0,0,0,0
1983,3,970,0.69539,92.5,108070,148668,81.5,1.6713,2127,-0.0061665,0.2343727,-0.0213912,0.0473029,-0.0253703,0.0012277,0.0005387,0.0023535,0,0,1,0,0,0,0,0,0,0,0,0
1983,4,994,0.82772,92.5,114402,149474,81.3,1.6713,2123,0.0244411,0.1742021,0,0.0569394,0.0054068,-0.002457,0,-0.0018824,0,0,0,1,0,0,0,0,0,0,0,0
1983,5,995,0.95848,92.4,118825,149469,82.1,1.6732,2120,0.0010055,0.1466738,-0.0010816,0.0379333,-0.0000335,0.0097919,0.0011362,-0.0014141,0,0,0,0,1,0,0,0,0,0,0,0
1983,6,998,1.1255,92.4,123962,152144,84.6,1.6733,2116,0.0030105,0.1606339,0,0.0423232,0.0177384,0.0299962,0.0000598,-0.0018886,0,0,0,0,0,1,0,0,0,0,0,0
1983,7,997,1.0868,92.1,124350,151981,83.8,1.6733,2113,-0.0010025,-0.0349898,-0.0032521,0.0031251,-0.0010719,-0.0095012,0,-0.0014188,0,0,0,0,0,0,1,0,0,0,0,0
1983,8,1013,1.1494,92.1,127708,152150,87.6,1.6734,2115,0.0159207,0.0560025,0,0.0266462,0.0011114,0.0443479,0.0000598,0.0009461,0,0,0,0,0,0,0,1,0,0,0,0
1983,9,1018,1.1289,92.1,129306,154876,90.1,1.6749,2123,0.0049237,-0.0179963,0,0.0124353,0.0177579,0.0281392,0.000896,0.0037754,0,0,0,0,0,0,0,0,1,0,0,0
1983,10,1015,1.1389,92.1,132180,149779,90,1.6749,2120,-0.0029513,0.0088192,0,0.0219829,-0.0334639,-0.0011105,0,-0.0014141,0,0,0,0,0,0,0,0,0,1,0,0
1983,11,997,0.93573,92.1,135928,155573,88.7,1.678,2126,-0.0178931,-0.1964912,0,0.0279607,0.0379542,-0.0145498,0.0018491,0.0028262,0,0,0,0,0,0,0,0,0,0,1,0
1983,12,992,0.62103,92,136108,157977,87.9,1.6787,2124,-0.0050277,-0.4099476,-0.0010863,0.0013234,0.0153344,-0.00906,0.0004171,-0.0009412,0,0,0,0,0,0,0,0,0,0,0,1
1984,1,987,0.58128,92.1,137704,154985,90,1.6787,2130,-0.0050531,-0.0661468,0.0010863,0.0116578,-0.0191211,0.0236098,0,0.0028209,1,0,0,0,0,0,0,0,0,0,0,0
1984,2,1009,0.76309,92.1,143814,159996,91.6,1.6802,2135,0.022045,0.2721435,0,0.0434143,0.0318205,0.0176216,0.0008932,0.0023447,0,1,0,0,0,0,0,0,0,0,0,0
1984,3,1035,0.81526,92.1,145158,161318,92,1.6812,2140,0.0254417,0.0661311,0,0.009302,0.0082288,0.0043573,0.000595,0.0023392,0,0,1,0,0,0,0,0,0,0,0,0
1984,4,1025,1.0202,91.9,142252,161495,91.3,1.6812,2138,-0.0097088,0.2242469,-0.0021739,-0.0202227,0.0010966,-0.0076378,0,-0.000935,0,0,0,1,0,0,0,0,0,0,0,0
1984,5,1042,1.1338,91.9,144891,163873,91.5,1.6834,2141,0.0164493,0.1055762,0,0.0183816,0.0146176,0.0021882,0.0013077,0.0014022,0,0,0,0,1,0,0,0,0,0,0,0
1984,6,1031,1.2494,91.8,144867,165466,94.6,1.6831,2143,-0.0106127,0.0970886,-0.0010887,-0.0001657,0.009674,0.0333185,-0.0001783,0.0009337,0,0,0,0,0,1,0,0,0,0,0,0
1984,7,1033,1.1954,91.7,144896,164464,92.3,1.6831,2142,0.001938,-0.0441826,-0.00109,0.0002002,-0.006074,-0.0246133,0,-0.0004667,0,0,0,0,0,0,1,0,0,0,0,0
1984,8,1039,1.2754,91.5,145427,166213,95.2,1.6827,2144,0.0057915,0.064779,-0.0021834,0.003658,0.0105784,0.0309357,-0.0002377,0.0009333,0,0,0,0,0,0,0,1,0,0,0,0
1984,9,1035,1.2063,91.4,146105,167446,96.1,1.685,2138,-0.0038573,-0.055702,-0.0010935,0.0046513,0.0073908,0.0094094,0.0013659,-0.0028024,0,0,0,0,0,0,0,0,1,0,0,0
1984,10,1033,1.1751,91.3,146236,167769,94.6,1.685,2138,-0.0019342,-0.0262046,-0.0010947,0.0008962,0.0019271,-0.0157318,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1984,11,1040,1.0304,89.4,144560,169763,93.3,1.6896,2141,0.0067535,-0.1314061,-0.0210301,-0.0115271,0.0118153,-0.0138373,0.0027263,0.0014022,0,0,0,0,0,0,0,0,0,0,1,0
1984,12,1048,0.74067,88.6,144303,168225,91.2,1.6909,2138,0.0076629,-0.3301472,-0.0089889,-0.0017794,-0.009101,-0.0227653,0.0007691,-0.0014022,0,0,0,0,0,0,0,0,0,0,0,1
1985,1,1042,0.58802,86.1,143052,171980,92.1,1.6909,2146,-0.0057416,-0.2307942,-0.0286224,-0.0087071,0.0220758,0.0098201,0,0.0037348,1,0,0,0,0,0,0,0,0,0,0,0
1985,2,1048,0.66389,83.9,142841,172849,95.1,1.6934,2147,0.0057416,0.1213555,-0.0258838,-0.0014761,0.0050402,0.032054,0.0014774,0.0004659,0,1,0,0,0,0,0,0,0,0,0,0
1985,3,1056,0.90269,83.9,146643,177977,94.1,1.6943,2148,0.0076046,0.3072627,0,0.0262689,0.0292359,-0.0105709,0.0005314,0.0004657,0,0,1,0,0,0,0,0,0,0,0,0
1985,4,1052,1.0951,84.2,146698,178237,93.2,1.6943,2148,-0.0037951,0.1932218,0.0035693,0.000375,0.0014598,-0.0096103,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1985,5,1067,1.1728,84.7,145621,182316,93.1,1.6961,2149,0.0141579,0.0685483,0.0059207,-0.0073687,0.0226273,-0.0010735,0.0010618,0.0004654,0,0,0,0,1,0,0,0,0,0,0,0
1985,6,1062,1.2526,84.6,143612,181306,95.4,1.6988,2151,-0.004697,0.0658273,-0.0011813,-0.0138921,-0.0055552,0.0244044,0.0015906,0.0009302,0,0,0,0,0,1,0,0,0,0,0,0
1985,7,1051,1.2102,84.4,143209,180695,92.5,1.6988,2156,-0.0104118,-0.0344358,-0.0023668,-0.0028101,-0.0033757,-0.0308699,0,0.0023218,0,0,0,0,0,0,1,0,0,0,0,0
1985,8,1053,1.2551,83.7,144915,179714,95.9,1.7042,2157,0.0019011,0.0364297,-0.0083285,0.0118423,-0.0054438,0.0360974,0.0031737,0.0004637,0,0,0,0,0,0,0,1,0,0,0,0
1985,9,1048,1.2306,83.9,146210,181340,97.2,1.7036,2151,-0.0047596,-0.0197134,0.0023867,0.0088966,0.009007,0.0134647,-0.0003521,-0.0027855,0,0,0,0,0,0,0,0,1,0,0,0
1985,10,1043,1.1958,84.3,146962,179023,95.2,1.7036,2151,-0.0047824,-0.0286865,0.0047563,0.0051301,-0.0128594,-0.0207908,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1985,11,1034,0.91457,84.7,148060,180264,94.7,1.7023,2153,-0.0086664,-0.2681167,0.0047337,0.0074435,0.0069082,-0.0052659,-0.0007634,0.0009294,0,0,0,0,0,0,0,0,0,0,1,0
1985,12,1041,0.71801,85.1,151364,182505,94.3,1.7022,2150,0.006747,-0.2419705,0.0047115,0.0220699,0.0123551,-0.0042327,-0.0000587,-0.0013944,0,0,0,0,0,0,0,0,0,0,0,1
1986,1,1050,0.67,84.3,155230,185590,95.2,1.7022,2157,0.0086084,-0.0692058,-0.0094451,0.0252204,0.0167624,0.0094987,0,0.0032505,1,0,0,0,0,0,0,0,0,0,0,0
1986,2,1046,0.68915,66.7,158478,183655,96.2,1.7021,2160,-0.0038168,0.0281812,-0.234177,0.0207079,-0.0104809,0.0104494,-0.0000588,0.0013899,0,1,0,0,0,0,0,0,0,0,0,0
1986,3,1044,0.87893,48.2,160554,177345,94.2,1.7046,2160,-0.0019139,0.2432463,-0.3248459,0.0130146,-0.034962,-0.0210092,0.0014677,0,0,0,1,0,0,0,0,0,0,0,0,0
1986,4,1050,1.1,41,162307,179063,93.7,1.7046,2150,0.0057307,0.2243603,-0.161787,0.0108593,0.0096407,-0.005322,0,-0.0046404,0,0,0,1,0,0,0,0,0,0,0,0
1986,5,1038,1.1189,40,165601,175261,93.2,1.7096,2150,-0.0114944,0.0170358,-0.0246926,0.0200917,-0.0214614,-0.0053505,0.0029289,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,6,1033,1.2324,41,168921,174744,95.7,1.7117,2143,-0.0048286,0.0966174,0.0246926,0.0198499,-0.0029542,0.0264706,0.0012276,-0.0032611,0,0,0,0,0,1,0,0,0,0,0,0
