obs,resid,ojfro,ojfin,frz,cojfro
549,0.188320712,104.6999969,123.8000031,0,0.191384639
550,-0.003063927,104.6999969,124.5985031,0,0
551,3.053292014,107.9000015,124.5,0,3.056355942
552,-0.003063927,107.9000015,124.0985031,0,0
553,-0.003063927,107.9000015,124.5,0,0
554,-2.876093056,104.8000031,124.8000031,0,-2.873029129
555,-0.575588819,104.1999969,124.9000015,0,-0.572524891
556,-0.003063927,104.1999969,125,0,0
557,-1.442603317,102.6999969,125.3000031,0,-1.43953939
558,-1.463628722,101.1999969,125.5985031,0,-1.460564795
559,-0.99120625,100.1999969,126,0,-0.988142322
560,-0.102862807,100.0999985,126.5,0,-0.099798879
561,-0.202861081,99.90000153,125.5985031,0,-0.199797154
562,-0.103162498,99.80000305,125.8000031,0,-0.100098571
563,0.898733537,100.6999969,126.0985031,0,0.901797464
564,-0.201670635,100.5,126.1968994,0,-0.198606707
565,6.862609233,107.4000015,126.5985031,0,6.86567316
566,-2.658293081,106.4000015,126.9000015,3,-0.931098683
567,0.602299054,107.5999985,127.0985031,0,1.127816665
568,-0.211345985,107.5999985,127.5985031,0,0
569,1.19558187,109.0999985,128.1000061,0,1.394052064
570,-0.054984427,109.0999985,128.1968994,0,0
571,-0.098908078,109.0999985,128.1968994,0,0
572,-3.5582485,105.3000031,128.1000061,0,-3.483038933
573,-4.084083897,101,127.9000015,0,-4.08357353
574,0.678943672,101.5999985,128.6968994,0,0.594057895
575,4.444216891,106.0999985,128.6968994,0,4.429133925
576,1.451612188,107.3000031,129.1000061,0,1.131012813
577,-0.107747838,109.4000015,129.3939056,4,1.957128066
578,-0.890144724,112.5,129.3939056,6,2.833636591
579,3.194611179,117.1999969,130.1000061,0,4.177775065
580,1.476152483,119.5,130.6000061,0,1.962459993
581,-0.373554491,119.5,131.1000061,0,0
582,-0.238497775,119.5,131.6968994,0,0
583,-3.798900581,115.3000031,131.5,0,-3.514641798
584,-1.605055614,113.5999985,131.8939056,0,-1.474418502
585,0.119309465,113.5999985,131.8000031,0,0
586,-0.507189994,112.8000031,132.6968994,0,-0.704221332
587,0.464780929,112.8000031,132.6000061,0,0
588,-2.585798315,108.8000031,132.6968994,0,-3.546099195
589,-0.709800219,106.9000015,132.6000061,0,-1.746324883
590,-2.146338847,106.9000015,132.1968994,6,0
591,-0.946364436,106,132.1000061,0,-0.841909741
592,1.596927995,107.5999985,131.6000061,0,1.509432523
593,-0.12691,107.6999969,131.6000061,0,0.092935386
594,-0.476985765,107.3000031,131.6000061,0,-0.371396386
595,-2.027558677,105.3000031,131.3000031,0,-1.863932845
596,0.354105284,105.8000031,131.6968994,0,0.474833794
597,-2.928019202,102.6999969,131.8000031,0,-2.930062395
598,-1.092982884,101.4000015,132.3000031,0,-1.265818365
599,-6.278408632,95,131.6968994,0,-6.311638491
600,-0.197845798,94.19999695,131.1000061,0,-0.842108476
601,1.214098047,94.90000153,130.3000031,0,0.743104671
602,7.483794986,101.1999969,130.1968994,0,6.638561982
603,3.547583952,104.0999985,130.1000061,0,2.865614242
604,-0.479894276,103.1999969,130.3939056,0,-0.864554793
605,5.602397343,108.8000031,130.6000061,0,5.426362664
606,0.265065856,109.0999985,130.6968994,0,0.275731079
607,0.376948856,109.5,131,0,0.366637517
608,0.114885577,109.5999985,130.6968994,0,0.091322807
609,-0.094303412,109.5,130.6000061,0,-0.091239485
610,0.636202692,110.1999969,131.3939056,0,0.639266619
611,8.073162726,119.0999985,130.8939056,0,8.076226654
612,1.760158996,121.1999969,131.1000061,0,1.763222923
613,-1.815397878,119.6999969,131.3939056,1,-1.237623794
614,-1.096177981,118.5999985,130.8000031,0,-0.918962826
615,-0.578392192,118,131.1000061,0,-0.505900912
616,-2.186843417,115.5,131.8939056,0,-2.118644068
617,-1.925130023,113.3000031,132.3939056,0,-1.904759263
618,-0.123278615,113.1999969,132.6968994,0,-0.088266638
619,-0.645484353,112.5,132.8939056,0,-0.618371879
620,-1.068876695,111.3000031,133.6968994,0,-1.066663954
621,1.014571099,112.4000015,134.6968994,0,0.988318458
622,0.09195165,112.5,135.1000061,0,0.088966613
623,0.638155817,113.0999985,134.8939056,0,0.533331977
624,-0.542972995,112.4000015,134.8939056,0,-0.618918619
625,-1.996913751,110,134.6968994,0,-2.135232645
626,-0.888890267,108.9000015,136,0,-0.999998613
627,-0.764890857,108,136.8000031,0,-0.826447671
628,-0.806548906,107.0999985,136.6968994,0,-0.833334746
629,-0.191069326,106.9000015,137.3000031,0,-0.186738516
630,-0.281473676,106.5999985,138.6000061,0,-0.280638959
631,-1.124326862,105.4000015,138.6000061,0,-1.125700718
632,-0.572322433,104.8000031,138.1968994,0,-0.569258506
633,-3.151921709,101.5,139.3939056,0,-3.148857782
634,-1.086806266,100.4000015,140.1000061,0,-1.083742339
635,-0.60067196,99.80000305,140,0,-0.597608033
636,-0.704471298,99.09999847,139.6968994,0,-0.701407371
637,-7.676109239,98.90000153,141.1968994,13,-0.201813271
638,-1.963697818,99.19999695,141.3939056,0,0.303332071
639,-1.812871449,98.30000305,141,0,-0.90725194
640,-0.849824418,98.30000305,141.6968994,0,0
641,-1.753993709,96.80000305,142.5,0,-1.52594095
642,0.201444535,97.40000153,142.1000061,0,0.619833115
